                                                                                                                                                                                                                           28 Feb 2022 17:12:23
Satellite-G1_ND


       Time (UTCG)          X-J2K (km)    Y-J2K (km)    Z-J2K (km)    Vx-J2K (km/sec)    Vy-J2K (km/sec)    Vz-J2K (km/sec)    LAT (deg)    LON (deg)    ALT (km)     Xsun-J2K     Ysun-J2K     Zsun-J2K     Xpm-Y2K      Ypm-J2K      Zpm-J2K 
 7 Nov 2028 20:51:30.000      4292.640     -5194.961       -19.883           0.908825           0.767893          -7.600244       -0.066      -50.514     360.911    -0.700046    -0.655177    -0.284040     0.999995     0.001426    -0.002833
 7 Nov 2028 20:52:00.000      4317.380     -5168.880      -247.834           0.740372           0.970658          -7.594995       -2.016      -50.332     361.215    -0.700042    -0.655181    -0.284040     0.999989     0.003613    -0.002832
 7 Nov 2028 20:52:30.000      4337.054     -5136.733      -475.494           0.571074           1.172256          -7.580808       -3.966      -50.149     361.560    -0.700039    -0.655184    -0.284040     0.999979     0.005801    -0.002832
 7 Nov 2028 20:53:00.000      4351.638     -5098.558      -702.594           0.401132           1.372447          -7.557702       -5.916      -49.964     361.947    -0.700036    -0.655188    -0.284040     0.999964     0.007989    -0.002832
 7 Nov 2028 20:53:30.000      4361.117     -5054.402      -928.867           0.230746           1.570996          -7.525708       -7.865      -49.777     362.373    -0.700032    -0.655192    -0.284040     0.999944     0.010176    -0.002832
 7 Nov 2028 20:54:00.000      4365.481     -5004.318     -1154.048           0.060120           1.767667          -7.484867       -9.813      -49.588     362.838    -0.700028    -0.655196    -0.284040     0.999920     0.012364    -0.002832
 7 Nov 2028 20:54:30.000      4364.724     -4948.363     -1377.871          -0.110544           1.962227          -7.435231      -11.760      -49.394     363.341    -0.700025    -0.655199    -0.284041     0.999890     0.014551    -0.002832
 7 Nov 2028 20:55:00.000      4358.849     -4886.607     -1600.074          -0.281044           2.154448          -7.376862      -13.707      -49.197     363.881    -0.700021    -0.655203    -0.284041     0.999856     0.016739    -0.002832
 7 Nov 2028 20:55:30.000      4347.865     -4819.122     -1820.396          -0.451179           2.344103          -7.309833      -15.653      -48.994     364.455    -0.700018    -0.655207    -0.284041     0.999817     0.018926    -0.002832
 7 Nov 2028 20:56:00.000      4331.784     -4745.989     -2038.578          -0.620747           2.530968          -7.234227      -17.597      -48.784     365.062    -0.700014    -0.655211    -0.284041     0.999773     0.021113    -0.002832
 7 Nov 2028 20:56:30.000      4310.628     -4667.294     -2254.365          -0.789548           2.714825          -7.150137      -19.541      -48.568     365.700    -0.700010    -0.655215    -0.284041     0.999725     0.023300    -0.002832
 7 Nov 2028 20:57:00.000      4284.421     -4583.132     -2467.503          -0.957384           2.895456          -7.057668      -21.483      -48.343     366.367    -0.700006    -0.655219    -0.284041     0.999671     0.025487    -0.002832
 7 Nov 2028 20:57:30.000      4253.196     -4493.601     -2677.742          -1.124057           3.072652          -6.956932      -23.423      -48.109     367.062    -0.700002    -0.655223    -0.284041     0.999613     0.027674    -0.002832
 7 Nov 2028 20:58:00.000      4216.991     -4398.809     -2884.837          -1.289371           3.246204          -6.848054      -25.362      -47.865     367.780    -0.699999    -0.655227    -0.284041     0.999550     0.029861    -0.002831
 7 Nov 2028 20:58:30.000      4175.850     -4298.867     -3088.545          -1.453131           3.415910          -6.731165      -27.299      -47.608     368.520    -0.699995    -0.655231    -0.284041     0.999482     0.032047    -0.002831
 7 Nov 2028 20:59:00.000      4129.821     -4193.895     -3288.628          -1.615147           3.581573          -6.606408      -29.234      -47.338     369.280    -0.699991    -0.655236    -0.284041     0.999410     0.034234    -0.002831
 7 Nov 2028 20:59:30.000      4078.960     -4084.015     -3484.853          -1.775228           3.743000          -6.473935      -31.167      -47.053     370.057    -0.699987    -0.655240    -0.284041     0.999333     0.036420    -0.002831
 7 Nov 2028 21:00:00.000      4023.329     -3969.359     -3676.989          -1.933187           3.900004          -6.333906      -33.098      -46.752     370.847    -0.699983    -0.655244    -0.284041     0.999250     0.038606    -0.002831
 7 Nov 2028 21:00:30.000      3962.992     -3850.061     -3864.813          -2.088841           4.052403          -6.186489      -35.027      -46.431     371.648    -0.699979    -0.655249    -0.284041     0.999164     0.040792    -0.002830
 7 Nov 2028 21:01:00.000      3898.023     -3726.263     -4048.106          -2.242008           4.200022          -6.031863      -36.952      -46.089     372.457    -0.699975    -0.655253    -0.284041     0.999072     0.042978    -0.002830
 7 Nov 2028 21:01:30.000      3828.498     -3598.109     -4226.655          -2.392510           4.342691          -5.870213      -38.875      -45.722     373.272    -0.699970    -0.655257    -0.284041     0.998976     0.045163    -0.002830
 7 Nov 2028 21:02:00.000      3754.501     -3465.752     -4400.251          -2.540175           4.480246          -5.701733      -40.795      -45.329     374.088    -0.699966    -0.655262    -0.284041     0.998874     0.047348    -0.002830
 7 Nov 2028 21:02:30.000      3676.118     -3329.347     -4568.692          -2.684829           4.612529          -5.526624      -42.711      -44.905     374.904    -0.699962    -0.655266    -0.284041     0.998768     0.049534    -0.002829
 7 Nov 2028 21:03:00.000      3593.443     -3189.055     -4731.784          -2.826307           4.739389          -5.345095      -44.624      -44.447     375.715    -0.699958    -0.655271    -0.284041     0.998658     0.051718    -0.002829
 7 Nov 2028 21:03:30.000      3506.573     -3045.040     -4889.336          -2.964447           4.860683          -5.157360      -46.532      -43.948     376.520    -0.699953    -0.655276    -0.284041     0.998542     0.053903    -0.002829
 7 Nov 2028 21:04:00.000      3415.611     -2897.471     -5041.166          -3.099090           4.976272          -4.963644      -48.436      -43.405     377.314    -0.699949    -0.655280    -0.284041     0.998422     0.056087    -0.002828
 7 Nov 2028 21:04:30.000      3320.664     -2746.522     -5187.097          -3.230081           5.086025          -4.764173      -50.335      -42.810     378.095    -0.699945    -0.655285    -0.284041     0.998297     0.058271    -0.002828
 7 Nov 2028 21:05:00.000      3221.844     -2592.369     -5326.961          -3.357271           5.189817          -4.559183      -52.228      -42.156     378.860    -0.699940    -0.655290    -0.284041     0.998167     0.060455    -0.002828
 7 Nov 2028 21:05:30.000      3119.267     -2435.193     -5460.595          -3.480513           5.287532          -4.348915      -54.114      -41.433     379.606    -0.699936    -0.655294    -0.284041     0.998032     0.062639    -0.002827
 7 Nov 2028 21:06:00.000      3013.054     -2275.179     -5587.846          -3.599667           5.379059          -4.133617      -55.993      -40.629     380.330    -0.699931    -0.655299    -0.284042     0.997893     0.064822    -0.002827
 7 Nov 2028 21:06:30.000      2903.329     -2112.513     -5708.564          -3.714596           5.464294          -3.913539      -57.864      -39.731     381.029    -0.699926    -0.655304    -0.284042     0.997749     0.067005    -0.002826
 7 Nov 2028 21:07:00.000      2790.222     -1947.385     -5822.613          -3.825170           5.543142          -3.688940      -59.724      -38.721     381.700    -0.699922    -0.655309    -0.284042     0.997600     0.069187    -0.002826
 7 Nov 2028 21:07:30.000      2673.864     -1779.989     -5929.858          -3.931263           5.615515          -3.460082      -61.573      -37.579     382.341    -0.699917    -0.655314    -0.284042     0.997446     0.071369    -0.002826
 7 Nov 2028 21:08:00.000      2554.392     -1610.520     -6030.178          -4.032754           5.681333          -3.227233      -63.408      -36.277     382.950    -0.699912    -0.655319    -0.284042     0.997287     0.073551    -0.002825
 7 Nov 2028 21:08:30.000      2431.946     -1439.175     -6123.455          -4.129527           5.740522          -2.990664      -65.226      -34.781     383.524    -0.699908    -0.655324    -0.284043     0.997124     0.075733    -0.002825
 7 Nov 2028 21:09:00.000      2306.669     -1266.156     -6209.583          -4.221475           5.793017          -2.750650      -67.024      -33.048     384.060    -0.699903    -0.655329    -0.284043     0.996956     0.077914    -0.002824
 7 Nov 2028 21:09:30.000      2178.707     -1091.662     -6288.462          -4.308492           5.838760          -2.507469      -68.795      -31.021     384.557    -0.699898    -0.655334    -0.284043     0.996783     0.080095    -0.002824
 7 Nov 2028 21:10:00.000      2048.210      -915.898     -6360.002          -4.390481           5.877702          -2.261401      -70.534      -28.625     385.014    -0.699893    -0.655339    -0.284044     0.996606     0.082275    -0.002823
 7 Nov 2028 21:10:30.000      1915.329      -739.068     -6424.120          -4.467349           5.909800          -2.012733      -72.232      -25.763     385.427    -0.699888    -0.655344    -0.284044     0.996423     0.084455    -0.002823
 7 Nov 2028 21:11:00.000      1780.221      -561.379     -6480.743          -4.539009           5.935019          -1.761751      -73.874      -22.304     385.795    -0.699883    -0.655349    -0.284045     0.996236     0.086635    -0.002822
 7 Nov 2028 21:11:30.000      1643.042      -383.036     -6529.805          -4.605381           5.953333          -1.508744      -75.444      -18.076     386.118    -0.699878    -0.655354    -0.284045     0.996044     0.088814    -0.002822
 7 Nov 2028 21:12:00.000      1503.952      -204.248     -6571.251          -4.666389           5.964722          -1.254003      -76.914      -12.860     386.394    -0.699873    -0.655359    -0.284046     0.995848     0.090993    -0.002821
 7 Nov 2028 21:12:30.000      1363.113       -25.222     -6605.031          -4.721965           5.969173          -0.997821      -78.248       -6.391     386.621    -0.699868    -0.655364    -0.284047     0.995646     0.093171    -0.002821
 7 Nov 2028 21:13:00.000      1220.689       153.833     -6631.108          -4.772047           5.966683          -0.740493      -79.394        1.605     386.800    -0.699863    -0.655369    -0.284047     0.995440     0.095349    -0.002820
 7 Nov 2028 21:13:30.000      1076.845       332.709     -6649.452          -4.816576           5.957255          -0.482315      -80.285       11.296     386.928    -0.699858    -0.655374    -0.284048     0.995229     0.097527    -0.002819
 7 Nov 2028 21:14:00.000       931.750       511.199     -6660.042          -4.855504           5.940901          -0.223583      -80.848       22.549     387.007    -0.699853    -0.655380    -0.284049     0.995013     0.099703    -0.002819
 7 Nov 2028 21:14:30.000       785.572       689.094     -6662.865          -4.888784           5.917640           0.035405      -81.020       34.737     387.034    -0.699848    -0.655385    -0.284050     0.994793     0.101880    -0.002818
 7 Nov 2028 21:15:00.000       638.480       866.189     -6657.918          -4.916381           5.887498           0.294352      -80.779       46.834     387.011    -0.699842    -0.655390    -0.284050     0.994567     0.104056    -0.002818
